CountryNum,StateNum,Year,AOU,SpeciesTotal
124,11,2004,540,10
124,11,2005,540,6
124,11,2006,540,2
124,11,2007,540,3
124,11,2008,540,2
124,11,2010,540,2
124,11,2012,540,21
124,11,2014,540,3
124,11,2015,540,12
124,11,2016,540,1
124,11,2017,540,22
124,11,1986,540,2
124,11,1987,540,13
124,11,1988,540,9
124,11,1976,540,1
124,11,1981,540,1
124,11,1982,540,3
124,11,1983,540,120
124,11,1984,540,6
124,11,1985,540,64
124,11,1986,540,106
124,11,1987,540,3
124,11,1988,540,8
124,11,1989,540,5
124,11,1992,540,2
124,11,1993,540,9
124,11,1994,540,2
124,11,1998,540,5
124,11,1999,540,1
124,11,2000,540,3
124,11,2002,540,1
124,11,2003,540,1
124,11,1980,540,2
124,11,1985,540,1
124,11,1988,540,8
124,11,1992,540,1
124,11,1999,540,1
124,11,2004,540,1
124,11,2000,540,3
124,11,2013,540,6
124,11,1997,540,1
124,11,2002,540,1
124,11,1974,540,3
124,11,1983,540,1
124,11,1989,540,1
124,11,1995,540,2
124,11,1996,540,1
124,11,1997,540,1
124,11,1999,540,3
124,11,2001,540,1
124,11,1993,540,20
124,11,1994,540,2
124,11,1995,540,5
124,11,1998,540,3
124,11,1999,540,1
124,11,2000,540,1
124,11,2001,540,1
124,11,2002,540,1
124,11,2003,540,9
124,11,2004,540,11
124,11,2006,540,5
124,11,2007,540,2
124,11,2008,540,2
124,11,2009,540,1
124,11,2010,540,3
124,11,2011,540,14
124,11,2012,540,1
124,11,2014,540,3
124,11,2015,540,2
124,11,2016,540,7
124,11,2017,540,3
124,11,1998,540,5
124,11,1994,540,1
124,11,1985,540,1
124,11,1988,540,8
124,11,1992,540,4
124,11,1993,540,1
124,11,1994,540,1
124,11,1995,540,2
124,11,1999,540,15
124,11,2007,540,12
124,11,2008,540,1
124,11,2010,540,5
124,11,2014,540,5
124,11,1986,540,2
124,11,1988,540,1
124,11,1989,540,2
124,11,1993,540,3
124,11,1999,540,1
124,11,2000,540,2
124,11,2001,540,1
124,45,1974,540,2
124,45,1976,540,1
124,45,1979,540,1
124,45,1982,540,2
124,45,1985,540,1
124,45,1993,540,19
124,45,1994,540,1
124,45,1996,540,4
124,45,2004,540,3
124,45,2005,540,4
124,45,2010,540,1
124,45,2013,540,3
124,45,1989,540,2
124,45,1990,540,1
124,45,1993,540,2
124,45,1994,540,19
124,45,1997,540,31
124,45,2000,540,3
124,45,2002,540,4
124,45,2004,540,2
124,45,2007,540,10
124,45,2009,540,1
124,45,2014,540,1
124,45,1969,540,3
124,45,1979,540,3
124,45,1979,540,1
124,45,1992,540,16
124,45,1994,540,6
124,45,1995,540,4
124,45,1999,540,4
124,45,2001,540,6
124,45,2005,540,2
124,45,2006,540,1
124,45,1986,540,1
124,45,1989,540,2
124,45,1997,540,2
124,45,2010,540,2
124,45,1986,540,6
124,45,1995,540,1
124,45,2000,540,2
124,45,1992,540,1
124,45,1991,540,3
124,45,2005,540,2
124,45,2008,540,4
124,45,2016,540,3
124,45,2017,540,2
124,45,1968,540,8
124,45,1969,540,19
124,45,1971,540,20
124,45,1972,540,9
124,45,1973,540,5
124,45,1974,540,20
124,45,1977,540,16
124,45,1978,540,66
124,45,1979,540,32
124,45,1980,540,14
124,45,1981,540,70
124,45,1982,540,105
124,45,1983,540,5
124,45,1985,540,8
124,45,1986,540,4
124,45,1988,540,3
124,45,1989,540,7
124,45,1990,540,113
124,45,1991,540,2
124,45,1992,540,5
124,45,1993,540,167
124,45,1994,540,14
124,45,1996,540,15
124,45,1997,540,3
124,45,1998,540,7
124,45,1999,540,9
124,45,2000,540,3
124,45,2001,540,18
124,45,2002,540,8
124,45,2003,540,1
124,45,2004,540,37
124,45,2005,540,6
124,45,2006,540,2
124,45,2007,540,3
124,45,2009,540,11
124,45,2010,540,14
124,45,2013,540,5
124,45,2015,540,10
124,45,2016,540,6
124,45,2017,540,160
124,45,2018,540,7
124,45,1969,540,19
124,45,1979,540,8
124,45,1980,540,40
124,45,1981,540,29
124,45,1982,540,5
124,45,1986,540,6
124,45,1987,540,1
124,45,1988,540,1
124,45,1990,540,6
124,45,1992,540,27
124,45,1993,540,27
124,45,1994,540,50
124,45,1995,540,2
124,45,1996,540,1
124,45,1997,540,38
124,45,1998,540,7
124,45,1999,540,9
124,45,2000,540,2
124,45,2001,540,1
124,45,2002,540,1
124,45,2004,540,1
124,45,2005,540,2
124,45,1969,540,18
124,45,1970,540,3
124,45,1971,540,1
124,45,1973,540,35
124,45,1976,540,2
124,45,1977,540,1
124,45,1978,540,1
124,45,1979,540,69
124,45,1980,540,1
124,45,1981,540,9
124,45,1986,540,29
124,45,1987,540,12
124,45,1988,540,86
124,45,1989,540,87
124,45,1990,540,6
124,45,1992,540,22
124,45,1993,540,14
124,45,1994,540,16
124,45,1995,540,9
124,45,1996,540,46
124,45,1997,540,8
124,45,2000,540,4
124,45,2001,540,88
124,45,2002,540,3
124,45,2003,540,14
124,45,2004,540,37
124,45,2006,540,6
124,45,2007,540,33
124,45,2008,540,2
124,45,2009,540,1
124,45,2015,540,1
124,45,2016,540,30
124,45,2017,540,9
124,45,2018,540,39
124,45,1981,540,2
124,45,1989,540,2
124,45,1992,540,15
124,45,1996,540,2
124,45,1997,540,1
124,45,2000,540,1
124,45,2002,540,1
124,45,2004,540,1
124,45,2006,540,1
124,45,2004,540,2
124,45,2006,540,2
124,45,2008,540,2
124,45,2012,540,11
124,45,2000,540,1
124,45,2013,540,1
124,45,1969,540,2
124,45,1971,540,22
124,45,1972,540,2
124,45,1974,540,5
124,45,1976,540,1
124,45,1977,540,10
124,45,1979,540,4
124,45,1980,540,22
124,45,1989,540,1
124,45,1990,540,5
124,45,1991,540,10
124,45,1992,540,8
124,45,1993,540,273
124,45,1994,540,16
124,45,1995,540,11
124,45,1996,540,4
124,45,1998,540,45
124,45,1999,540,20
124,45,2000,540,19
124,45,2001,540,2
124,45,2002,540,301
124,45,2003,540,2
124,45,2004,540,4
124,45,2010,540,1
124,45,2016,540,1
124,45,1970,540,2
124,45,1996,540,3
124,45,1997,540,7
124,45,2002,540,61
124,45,2004,540,104
124,45,2005,540,1
124,45,2007,540,61
124,45,2016,540,7
124,45,1969,540,3
124,45,1972,540,13
124,45,1973,540,2
124,45,1975,540,1
124,45,1977,540,1
124,45,1979,540,1
124,45,1981,540,2
124,45,1982,540,1
124,45,1983,540,5
124,45,1986,540,1
124,45,1988,540,2
124,45,1989,540,1
124,45,2012,540,3
124,45,2017,540,48
124,45,1994,540,70
124,45,1996,540,1
124,45,2006,540,1
124,45,2011,540,19
124,45,2012,540,1
124,45,2016,540,5
124,45,2017,540,4
124,45,2006,540,10
124,45,2007,540,10
124,45,2008,540,11
124,45,2009,540,1
124,45,1978,540,6
124,45,1979,540,11
124,45,1980,540,3
124,45,1981,540,3
124,45,1983,540,3
124,45,1984,540,2
124,45,1985,540,4
124,45,1987,540,8
124,45,1998,540,21
124,45,2001,540,3
124,45,2006,540,7
124,45,2009,540,10
124,45,2016,540,27
124,45,2017,540,207
124,45,2018,540,65
124,45,1978,540,2
124,45,1979,540,4
124,45,1981,540,1
124,45,1984,540,3
124,45,1987,540,1
124,45,1998,540,3
124,45,2003,540,1
124,45,2006,540,3
124,45,2008,540,10
124,45,2009,540,3
124,45,2012,540,5
124,45,1992,540,7
124,45,2002,540,8
124,45,2007,540,6
124,45,2008,540,1
124,45,2015,540,4
124,45,1989,540,15
124,45,1990,540,40
124,45,1991,540,52
124,45,1992,540,68
124,45,1993,540,79
124,45,1994,540,39
124,45,1995,540,4
124,45,1996,540,13
124,45,1997,540,111
124,45,1998,540,190
124,45,1999,540,14
124,45,2000,540,6
124,45,2001,540,31
124,45,2002,540,10
124,45,2003,540,8
124,45,2004,540,231
124,45,2005,540,201
124,45,2006,540,57
124,45,2007,540,61
124,45,2008,540,19
124,45,2009,540,27
124,45,2010,540,22
124,45,2011,540,65
124,45,2012,540,241
124,45,2013,540,126
124,45,2015,540,130
124,45,2016,540,77
124,45,2017,540,364
124,45,2018,540,204
124,45,1994,540,7
124,45,1996,540,5
124,45,1997,540,2
124,45,2003,540,1
124,45,2007,540,7
124,45,2015,540,2
124,45,1989,540,11
124,45,1990,540,8
124,45,1991,540,4
124,45,1992,540,7
124,45,1993,540,22
124,45,1994,540,10
124,45,1995,540,15
124,45,1996,540,45
124,45,1997,540,10
124,45,1998,540,233
124,45,1999,540,45
124,45,2000,540,67
124,45,2001,540,12
124,45,2002,540,90
124,45,2003,540,23
124,45,2005,540,82
124,45,2006,540,22
124,45,2007,540,8
124,45,2008,540,204
124,45,2009,540,267
124,45,2010,540,38
124,45,2015,540,157
124,45,2016,540,9
124,45,2017,540,262
124,45,2018,540,1
124,45,2008,540,1
124,45,2009,540,1
124,45,2015,540,2
124,45,1991,540,5
124,45,1993,540,3
124,45,1997,540,9
124,45,2000,540,11
124,45,2002,540,34
124,45,2005,540,40
124,45,2006,540,47
124,45,2008,540,69
124,45,2009,540,129
124,45,2010,540,10
124,45,2015,540,12
124,45,2017,540,6
124,45,2001,540,3
124,45,2004,540,42
124,45,2006,540,44
124,45,2008,540,2
124,45,2010,540,9
124,45,2011,540,48
124,45,2012,540,8
124,45,2013,540,33
124,45,2016,540,2
124,45,1991,540,10
124,45,1991,540,20
124,45,1993,540,245
124,45,1994,540,48
124,45,1997,540,35
124,45,2000,540,36
124,45,2002,540,17
124,45,2003,540,9
124,45,2005,540,27
124,45,2011,540,7
124,45,2015,540,7
124,45,2016,540,2
124,45,2017,540,26
124,45,2002,540,1
124,45,2015,540,2
124,45,2017,540,28
124,45,2008,540,1
124,45,2017,540,4
124,45,2016,540,1
124,45,2017,540,1
124,45,2007,540,7
124,45,2008,540,4
124,45,2012,540,3
124,45,2007,540,1
124,45,1989,540,38
124,45,1990,540,1
124,45,1991,540,2
124,45,1992,540,51
124,45,1993,540,54
124,45,1994,540,5
124,45,1996,540,175
124,45,1997,540,14
124,45,1999,540,7
124,45,2000,540,12
124,45,2005,540,1
124,45,2007,540,12
124,45,2008,540,1
124,45,2009,540,14
124,45,2011,540,13
124,45,2012,540,1
124,45,2016,540,13
124,45,2017,540,54
124,45,2018,540,5
124,45,1990,540,2
124,45,1991,540,2
124,45,1992,540,2
124,45,1994,540,1
124,45,2000,540,2
124,45,2001,540,1
124,45,2004,540,3
124,45,2015,540,1
124,45,2018,540,1
124,45,1996,540,2
124,45,1997,540,2
124,45,2001,540,1
124,45,2004,540,1
124,45,2011,540,15
124,45,2012,540,3
124,45,2013,540,13
124,45,2014,540,6
124,45,2017,540,2
124,45,2005,540,2
124,45,2006,540,2
124,45,2008,540,1
124,45,2017,540,1
124,45,1989,540,1
124,45,1990,540,71
124,45,1991,540,2
124,45,1992,540,1
124,45,1994,540,2
124,45,1996,540,1
124,45,1997,540,1
124,45,1998,540,26
124,45,1999,540,33
124,45,2001,540,31
124,45,2004,540,267
124,45,2005,540,264
124,45,2006,540,6
124,45,2007,540,7
124,45,2008,540,4
124,45,2009,540,19
124,45,2010,540,4
124,45,2011,540,5
124,45,2012,540,57
124,45,2013,540,6
124,45,2014,540,8
124,45,2015,540,20
124,45,2016,540,20
124,45,2017,540,90
124,45,2018,540,7
124,45,1991,540,67
124,45,1993,540,206
124,45,1995,540,95
124,45,1996,540,70
124,45,1997,540,73
124,45,1998,540,1
124,45,2000,540,1
124,45,2001,540,302
124,45,2002,540,2
124,45,2003,540,7
124,45,2005,540,440
124,45,2006,540,11
124,45,2007,540,11
124,45,2008,540,3
124,45,2009,540,21
124,45,2010,540,119
124,45,2011,540,172
124,45,2012,540,17
124,45,2014,540,960
124,45,2015,540,255
124,45,1992,540,11
124,45,1993,540,11
124,45,1994,540,8
124,45,2004,540,1
124,45,2013,540,1
124,45,1996,540,5
124,45,2001,540,149
124,45,2003,540,3
124,45,2006,540,13
124,45,2007,540,9
124,45,2008,540,7
124,45,2009,540,2
124,45,2010,540,119
124,45,2011,540,2
124,45,2014,540,2
124,45,2016,540,5
124,45,2018,540,35
124,45,2004,540,1
124,45,1995,540,2
124,45,2007,540,1
124,45,2018,540,2
124,45,2011,540,10
124,45,2015,540,12
124,45,2017,540,13
124,45,2018,540,41
124,45,2009,540,21
124,45,2010,540,42
124,45,2015,540,5
124,45,1997,540,59
124,45,2000,540,88
124,45,2007,540,205
124,45,2008,540,145
124,45,2009,540,240
124,45,2014,540,60
124,45,2015,540,60
124,45,2016,540,7
124,45,1996,540,1
124,45,1995,540,15
124,45,1999,540,2
124,45,2013,540,1
124,45,2015,540,5
124,45,2009,540,1
124,45,2011,540,1
124,45,2015,540,17
124,45,2016,540,9
124,45,2017,540,4
124,45,2018,540,6
124,45,1995,540,35
124,45,1996,540,94
124,45,1997,540,87
124,45,1998,540,31
124,45,1999,540,41
124,45,2000,540,189
124,45,2001,540,121
124,45,2002,540,234
124,45,2003,540,189
124,45,2004,540,168
124,45,2005,540,456
124,45,2006,540,43
124,45,2007,540,27
124,45,2008,540,255
124,45,2009,540,167
124,45,2010,540,176
124,45,2011,540,487
124,45,2013,540,31
124,45,2014,540,147
124,45,2015,540,10
124,45,2006,540,13
124,45,2007,540,2
124,45,2008,540,2
124,45,2009,540,4
124,45,2011,540,3
124,45,2016,540,2
124,45,1996,540,3
124,45,1999,540,2
124,45,2000,540,9
124,45,2001,540,1
124,45,2003,540,6
124,45,2005,540,1
124,45,2008,540,10
124,45,2009,540,7
124,45,2011,540,4
124,45,2018,540,5
124,45,1995,540,6
124,45,2001,540,17
124,45,2004,540,13
124,45,2006,540,42
124,45,2008,540,5
124,45,2009,540,2
124,45,2010,540,5
124,45,2011,540,152
124,45,2013,540,3
124,45,2015,540,1
124,45,2016,540,3
124,45,2017,540,2
124,45,2009,540,1
124,45,2010,540,3
124,45,2011,540,1
124,45,2012,540,2
124,45,2018,540,2
124,45,2009,540,4
124,45,2009,540,1
124,45,2013,540,3
124,45,2012,540,1
124,45,2007,540,17
124,45,2008,540,62
124,45,2009,540,100
124,45,2010,540,184
124,45,2011,540,55
124,45,2012,540,48
124,45,2013,540,4
124,45,2014,540,28
124,45,2015,540,9
124,45,2016,540,7
124,45,2017,540,5
124,45,2006,540,4
124,45,2007,540,1
124,45,2008,540,1
124,45,2009,540,3
124,45,2010,540,13
124,45,2011,540,1
124,45,2018,540,52
124,45,2004,540,161
124,45,2005,540,1
124,45,2006,540,1
124,45,2008,540,4
124,45,2016,540,32
124,45,2017,540,18
124,45,2018,540,11
124,45,2009,540,6
124,45,2010,540,5
124,45,2011,540,48
124,45,2015,540,17
124,45,2016,540,77
124,45,2017,540,19
124,45,2018,540,16
124,45,2016,540,13
124,45,2017,540,42
124,45,2018,540,18
124,45,2017,540,11
124,45,2018,540,2
124,56,1998,540,61
124,56,1999,540,2
124,56,2001,540,3
124,56,2003,540,15
124,56,2004,540,22
124,56,2005,540,23
124,56,2006,540,7
124,56,2015,540,5
124,56,2016,540,7
124,56,2017,540,2
124,56,1970,540,1
124,56,1996,540,37
124,56,1997,540,2
124,56,1998,540,6
124,56,1966,540,1
124,56,2010,540,5
124,56,2012,540,1
124,56,2013,540,3
124,56,2016,540,3
124,56,2017,540,16
124,56,2000,540,1
124,56,2005,540,11
124,56,2007,540,1
124,56,2011,540,3
124,56,2013,540,3
124,56,2015,540,2
124,56,2018,540,28
124,56,2001,540,2
124,56,2002,540,2
124,56,2004,540,5
124,56,2005,540,14
124,56,2007,540,7
124,56,2009,540,5
124,56,2010,540,8
124,56,2011,540,18
124,56,2013,540,23
124,56,2015,540,2
124,56,2016,540,2
124,56,2017,540,7
124,56,2018,540,3
124,56,1999,540,1
124,56,2000,540,2
124,56,2001,540,2
124,56,2004,540,16
124,56,2005,540,17
124,56,2006,540,18
124,56,2007,540,13
124,56,2011,540,3
124,56,2012,540,63
124,56,1987,540,1
124,56,1996,540,1
124,56,2010,540,20
124,56,1983,540,2
124,56,1986,540,1
124,56,1990,540,4
124,56,1991,540,3
124,56,1992,540,1
124,56,1993,540,1
124,56,1994,540,7
124,56,1995,540,2
124,56,2006,540,1
124,56,2008,540,7
124,56,2009,540,3
124,56,2010,540,5
124,56,2011,540,3
124,56,2012,540,1
124,56,2014,540,22
124,56,2015,540,1
124,56,2016,540,2
124,56,2014,540,2
124,56,2012,540,1
124,56,1977,540,10
124,56,1989,540,3
124,56,1991,540,21
124,56,1992,540,1
124,56,2004,540,10
124,56,2006,540,2
124,56,2014,540,16
124,56,2015,540,23
124,56,1971,540,2
124,56,1972,540,2
124,56,1974,540,3
124,56,1975,540,21
124,56,1976,540,1
124,56,1979,540,2
124,56,1980,540,46
124,56,1981,540,4
124,56,1982,540,19
124,56,1983,540,17
124,56,1995,540,1
124,56,1980,540,4
124,56,1982,540,1
124,56,1989,540,1
124,56,1992,540,1
124,56,1997,540,1
124,56,2002,540,1
124,56,2016,540,1
124,56,1990,540,1
124,56,1999,540,1
124,56,2002,540,2
124,56,2010,540,1
124,56,2011,540,1
124,56,2018,540,36
124,56,2017,540,15
124,56,2018,540,4
124,56,1993,540,13
124,56,1995,540,2
124,56,1997,540,3
124,56,1999,540,40
124,56,2001,540,5
124,56,2011,540,3
124,56,2012,540,11
124,56,2013,540,1
124,56,2016,540,14
124,56,2017,540,3
124,57,1980,540,1
124,57,1983,540,1
124,57,2001,540,6
124,57,2004,540,7
124,57,2005,540,3
124,57,2007,540,4
124,57,2011,540,2
124,57,2012,540,1
124,57,2014,540,5
124,57,2017,540,34
124,57,2018,540,3
124,57,1982,540,153
124,57,1983,540,42
124,57,1984,540,28
124,57,2003,540,6
124,57,2004,540,4
124,57,2005,540,17
124,57,2006,540,61
124,57,2007,540,6
124,57,2008,540,55
124,57,2009,540,18
124,57,2010,540,116
124,57,2011,540,107
124,57,2012,540,20
124,57,2013,540,4
124,57,1984,540,1
124,57,1986,540,3
124,57,1998,540,20
124,57,1999,540,18
124,57,2000,540,31
124,57,2001,540,95
124,57,2002,540,20
124,57,2003,540,31
124,57,2004,540,13
124,57,2006,540,9
124,57,2007,540,48
124,57,2009,540,6
124,57,2010,540,2
124,57,2011,540,15
124,57,2012,540,2
124,57,2013,540,7
124,57,2014,540,2
124,57,2015,540,3
124,57,2016,540,2
124,57,2017,540,4
124,57,2018,540,5
124,57,2006,540,3
124,57,2009,540,1
124,57,2018,540,11
124,57,1982,540,49
124,57,1983,540,15
124,57,1984,540,31
124,57,2004,540,9
124,57,2005,540,50
124,57,2006,540,10
124,57,2007,540,9
124,57,2009,540,1
124,57,2014,540,7
124,57,2015,540,1
124,57,2016,540,6
124,57,2018,540,2
124,57,2017,540,2
124,57,1980,540,3
124,57,1982,540,7
124,57,1983,540,1
124,57,1984,540,11
124,57,1995,540,4
124,57,1996,540,14
124,57,1997,540,3
124,57,1998,540,31
124,57,1999,540,9
124,57,2000,540,12
124,57,2001,540,57
124,57,2002,540,100
124,57,2003,540,21
124,57,2004,540,7
124,57,2005,540,74
124,57,2006,540,36
124,57,2007,540,28
124,57,2008,540,16
124,57,2009,540,100
124,57,2010,540,90
124,57,2011,540,17
124,57,2012,540,22
124,57,2013,540,48
124,57,2014,540,93
124,57,2015,540,43
124,57,2016,540,139
124,57,2017,540,17
124,57,2018,540,49
124,57,2005,540,6
124,57,2011,540,24
124,57,2015,540,8
124,57,2016,540,4
124,57,2017,540,6
124,57,2018,540,7
124,57,2008,540,50
124,57,2010,540,4
124,57,2013,540,54
124,57,2015,540,43
124,57,2016,540,32
124,57,2017,540,78
124,57,2008,540,3
124,57,2009,540,1
124,57,1999,540,28
124,57,2000,540,54
124,57,2001,540,8
124,57,2002,540,9
124,57,2003,540,2
124,57,2004,540,17
124,57,2005,540,13
124,57,2006,540,3
124,57,2007,540,49
124,57,2008,540,18
124,57,2009,540,17
124,57,2010,540,29
124,57,2011,540,52
124,57,2017,540,425
124,57,2018,540,433
124,57,1983,540,24
124,57,1984,540,4
124,57,2011,540,2
124,57,2015,540,12
124,57,1984,540,1
124,57,1993,540,1
124,57,2005,540,1
124,57,2006,540,4
124,57,2007,540,2
124,57,2008,540,20
124,57,2012,540,4
124,57,2015,540,2
124,57,2017,540,19
124,57,2018,540,9
124,57,1984,540,3
124,57,1982,540,5
124,57,1995,540,3
124,57,2012,540,43
124,57,2014,540,2
124,57,2015,540,5
124,57,2016,540,47
124,57,1983,540,3
124,57,1984,540,7
124,57,2003,540,13
124,57,2004,540,2
124,57,2008,540,6
124,57,2009,540,16
124,57,2010,540,53
124,57,2012,540,1
124,57,2013,540,16
124,57,2015,540,5
124,57,2016,540,9
124,57,2017,540,25
124,57,2017,540,2
124,57,2018,540,50
124,57,1997,540,1
124,57,1998,540,2
124,57,1999,540,1
124,57,2000,540,2
124,57,2003,540,1
124,57,2004,540,1
124,57,2009,540,1
124,57,2016,540,17
124,57,2017,540,1
124,57,2018,540,1
124,57,1995,540,2
124,57,1996,540,1
124,57,1997,540,3
124,57,1998,540,1
124,57,2014,540,22
124,57,2015,540,66
124,57,2016,540,15
124,57,2017,540,20
124,57,2018,540,15
124,57,2007,540,1
124,57,2015,540,8
124,57,2017,540,7
124,57,1995,540,15
124,57,1984,540,3
124,57,2011,540,640
124,57,2012,540,129
124,57,2015,540,26
124,57,2017,540,79
124,57,2018,540,92
124,57,1984,540,1
124,57,1985,540,2
124,57,1990,540,2
124,65,1977,540,1
124,65,1993,540,2
124,65,1998,540,9
124,65,2000,540,9
124,65,2001,540,10
124,65,2002,540,26
124,65,2005,540,3
124,65,2006,540,5
124,65,2007,540,10
124,65,1986,540,3
124,65,1999,540,2
124,65,2000,540,1
124,65,2017,540,2
124,65,2018,540,15
124,65,2016,540,10
124,65,2018,540,2
124,68,1968,540,1
124,68,1970,540,18
124,68,1971,540,83
124,68,1973,540,17
124,68,1974,540,9
124,68,1975,540,117
124,68,1976,540,7
124,68,1977,540,79
124,68,1978,540,34
124,68,1979,540,248
124,68,1980,540,33
124,68,1981,540,189
124,68,1982,540,109
124,68,1984,540,1102
124,68,1986,540,489
124,68,1987,540,137
124,68,1988,540,157
124,68,1989,540,293
124,68,1990,540,343
124,68,1991,540,370
124,68,1992,540,438
124,68,1993,540,341
124,68,1994,540,707
124,68,1995,540,341
124,68,1996,540,903
124,68,1997,540,1336
124,68,1998,540,1362
124,68,1999,540,307
124,68,2006,540,546
124,68,2013,540,106
124,68,2014,540,271
124,68,2015,540,2
124,68,2016,540,4
124,68,2017,540,48
124,68,2018,540,22
124,68,1980,540,463
124,68,1981,540,822
124,68,1982,540,8
124,68,1985,540,42
124,68,1987,540,8
124,68,1988,540,45
124,68,1989,540,200
124,68,1990,540,116
124,68,1992,540,25
124,68,1996,540,38
124,68,1997,540,2
124,68,2006,540,162
124,68,2007,540,129
124,68,2008,540,329
124,68,2009,540,18
124,68,2010,540,20
124,68,2011,540,81
124,68,2012,540,524
124,68,2013,540,16
124,68,2014,540,20
124,68,2015,540,9
124,68,2016,540,39
124,68,2017,540,10
124,68,2018,540,8
124,68,1990,540,5
124,68,1991,540,9
124,68,1992,540,3
124,68,1994,540,5
124,68,1995,540,1
124,68,1997,540,1
124,68,2000,540,13
124,68,1972,540,180
124,68,1973,540,563
124,68,1974,540,302
124,68,1975,540,1
124,68,1976,540,94
124,68,1977,540,32
124,68,1978,540,6
124,68,1979,540,216
124,68,1980,540,156
124,68,1981,540,219
124,68,1982,540,167
124,68,1983,540,250
124,68,1984,540,82
124,68,1985,540,65
124,68,1986,540,51
124,68,1987,540,208
124,68,1988,540,52
124,68,1989,540,89
124,68,1990,540,61
124,68,1991,540,46
124,68,1992,540,27
124,68,1993,540,106
124,68,1994,540,149
124,68,1995,540,51
124,68,1996,540,225
124,68,2006,540,14
124,68,2009,540,10
124,68,2010,540,16
124,68,2011,540,3
124,68,2012,540,1
124,68,2015,540,178
124,68,2017,540,702
124,68,2018,540,2
124,68,1968,540,1
124,68,1969,540,3
124,68,1972,540,9
124,68,1973,540,1
124,68,1977,540,3
124,68,1978,540,3
124,68,1979,540,10
124,68,1980,540,19
124,68,1981,540,1
124,68,1982,540,2
124,68,1983,540,20
124,68,1984,540,9
124,68,1985,540,4
124,68,1986,540,4
124,68,1987,540,5
124,68,1988,540,7
124,68,1990,540,6
124,68,1994,540,1
124,68,1995,540,1
124,68,1997,540,2
124,68,2000,540,1
124,68,2005,540,6
124,68,2006,540,21
124,68,2007,540,1
124,68,2009,540,2
124,68,2012,540,1
124,68,2013,540,2
124,68,1983,540,29
124,68,1984,540,1
124,68,1985,540,3
124,68,1986,540,10
124,68,1987,540,9
124,68,1988,540,7
124,68,1990,540,13
124,68,1991,540,10
124,68,1992,540,5
124,68,1993,540,3
124,68,1994,540,6
124,68,1996,540,2
124,68,1997,540,5
124,68,1999,540,2
124,68,2000,540,3
124,68,2001,540,5
124,68,2002,540,1
124,68,2004,540,39
124,68,2005,540,20
124,68,2006,540,17
124,68,2007,540,77
124,68,2008,540,53
124,68,2009,540,20
124,68,2010,540,2
124,68,2011,540,13
124,68,2012,540,36
124,68,2013,540,30
124,68,2014,540,24
124,68,2015,540,43
124,68,2016,540,8
124,68,1985,540,1
124,68,1991,540,26
124,68,2001,540,1
124,68,2005,540,1
124,68,2009,540,2
124,68,2012,540,1
124,68,1969,540,8
124,68,1972,540,3
124,68,1982,540,1
124,68,1987,540,135
124,68,1990,540,49
124,68,1992,540,3
124,68,1993,540,1
124,68,1995,540,13
124,68,1999,540,1
124,68,2000,540,3
124,68,2001,540,40
124,68,2004,540,4
124,68,2005,540,1
124,68,2006,540,10
124,68,2007,540,211
124,68,2018,540,2
124,68,1977,540,1
124,68,1980,540,8
124,68,1992,540,1
124,68,2012,540,117
124,68,2013,540,7
124,68,2014,540,9
124,68,2015,540,35
124,68,2016,540,51
124,68,2017,540,103
124,68,1968,540,7
124,68,1969,540,4
124,68,1970,540,3
124,68,1972,540,1
124,68,1974,540,5
124,68,1978,540,3
124,68,1979,540,1
124,68,1980,540,5
124,68,1981,540,23
124,68,1986,540,6
124,68,1992,540,4
124,68,1994,540,1
124,68,1997,540,1
124,68,1984,540,2
124,68,1985,540,12
124,68,1986,540,19
124,68,1988,540,3
124,68,1989,540,2
124,68,1990,540,55
124,68,1991,540,10
124,68,1992,540,22
124,68,1993,540,9
124,68,1994,540,72
124,68,1995,540,30
124,68,1996,540,17
124,68,1997,540,45
124,68,1998,540,24
124,68,1999,540,16
124,68,2000,540,31
124,68,2001,540,8
124,68,2002,540,3
124,68,2003,540,6
124,68,2006,540,9
124,68,2007,540,1
124,68,2008,540,40
124,68,2009,540,1
124,68,2010,540,1
124,68,2011,540,1
124,68,2013,540,4
124,68,1988,540,4
124,68,1991,540,1
124,68,1994,540,11
124,68,1995,540,2
124,68,1997,540,8
124,68,2001,540,1
124,68,2005,540,3
124,68,2008,540,2
124,68,2011,540,1
124,68,2012,540,1
124,68,2015,540,47
124,68,2016,540,35
124,68,2018,540,1
124,68,1988,540,2
124,68,1990,540,189
124,68,1991,540,158
124,68,1992,540,3
124,68,1993,540,147
124,68,1994,540,20
124,68,1995,540,12
124,68,1997,540,1
124,68,1998,540,1
124,68,2000,540,3
124,68,2001,540,8
124,68,2003,540,5
124,68,2004,540,11
124,68,2005,540,47
124,68,2007,540,25
124,68,2008,540,1
124,68,2009,540,3
124,68,2012,540,15
124,68,2013,540,2
124,68,2016,540,3
124,68,2018,540,2
124,68,1982,540,1
124,68,1985,540,3
124,68,1987,540,3
124,68,1989,540,7
124,68,1991,540,14
124,68,1992,540,2
124,68,1993,540,16
124,68,1994,540,26
124,68,1995,540,8
124,68,1996,540,1
124,68,1997,540,2
124,68,1998,540,3
124,68,1999,540,4
124,68,2001,540,9
124,68,2004,540,5
124,68,2005,540,9
124,68,2006,540,13
124,68,2008,540,6
124,68,2009,540,1
124,68,2010,540,8
